471,"[{2137, 1.1544999}, {378, 1.0727385}, {1834, 1.0686145}, {2527, 1.0500534}, {56, 1.0364964}, {4795, 1.0252078}, {5237, 1.0242243}, {255, 1.0225201}, {3220, 1.0168579}, {4050, 1.0140795}]"
463,"[{5160, 1.0511926}, {2873, 1.0364957}, {4264, 1.0259607}, {2724, 1.0118989}, {3186, 1.0097706}, {1112, 1.0039222}, {1090, 1.0037856}, {1650, 0.99820244}, {3543, 0.988371}, {4672, 0.98386395}]"
496,"[{5273, 1.0961206}, {2018, 1.06557}, {4543, 1.0567627}, {2780, 1.0351282}, {2080, 1.0208974}, {2873, 1.0197762}, {1587, 1.0182651}, {4877, 1.0174181}, {353, 1.0093493}, {5550, 1.0090495}]"
148,"[{3102, 1.0245091}, {5148, 1.0002713}, {1131, 0.9910088}, {3704, 0.96452266}, {949, 0.9643181}, {1376, 0.95847416}, {3165, 0.95824856}, {5392, 0.9329824}, {3778, 0.9307622}, {4245, 0.9281696}]"
540,"[{1119, 1.0917155}, {3161, 1.0789675}, {4050, 1.0737635}, {353, 1.0527532}, {6660, 1.0465349}, {3139, 1.0439671}, {7763, 1.0403879}, {2396, 1.0397111}, {1131, 1.0322871}, {151, 1.0310488}]"
392,"[{3161, 1.2850667}, {2436, 1.2005794}, {353, 1.1981913}, {4543, 1.1727277}, {3575, 1.14608}, {1587, 1.1280055}, {5436, 1.1147321}, {325, 1.1139317}, {6155, 1.1071167}, {1657, 1.0849438}]"
243,"[{3484, 1.2902219}, {2204, 1.2902188}, {3163, 1.2879678}, {3098, 1.2878841}, {4327, 1.256619}, {2581, 1.2469327}, {4482, 1.2267932}, {247, 1.2233298}, {5015, 1.2230494}, {1867, 1.2198678}]"
31,"[{2675, 1.3364275}, {5308, 1.3003839}, {1901, 1.2641988}, {2974, 1.2639902}, {6022, 1.2415057}, {1119, 1.1933997}, {5934, 1.17359}, {461, 1.1719084}, {47, 1.1699566}, {5869, 1.1640208}]"
516,"[{3404, 1.142063}, {3696, 1.0870413}, {2400, 1.04606}, {4147, 1.0389796}, {2145, 1.0254667}, {1676, 1.0006046}, {7, 0.99971706}, {3026, 0.9985106}, {6324, 0.9970982}, {7281, 0.99583167}]"
580,"[{5336, 1.1028261}, {2333, 1.0892644}, {1396, 1.0644623}, {4532, 1.0637197}, {1265, 1.0615525}, {1352, 1.050309}, {2338, 1.0433595}, {2204, 1.0234351}, {3458, 1.0222254}, {4627, 1.0157737}]"
251,"[{3139, 1.2121677}, {1119, 1.1800697}, {3243, 1.135798}, {7763, 1.1315074}, {29, 1.1273589}, {1901, 1.1178758}, {5057, 1.1113966}, {6022, 1.1039459}, {2428, 1.1035154}, {1105, 1.0973405}]"
451,"[{5057, 1.1885848}, {1443, 1.1801083}, {1119, 1.1731392}, {1105, 1.1710373}, {263, 1.167314}, {2168, 1.1663725}, {1144, 1.157786}, {3139, 1.1573946}, {2247, 1.1571833}, {2760, 1.1474805}]"
85,"[{336, 1.1706185}, {2650, 1.1687007}, {931, 1.1581007}, {47, 1.1443529}, {45, 1.1362214}, {2783, 1.1302791}, {2617, 1.1246653}, {2145, 1.1210616}, {388, 1.0926089}, {331, 1.0782185}]"
137,"[{3026, 1.0182098}, {2783, 0.98728096}, {3752, 0.9790101}, {4878, 0.97516537}, {355, 0.96326375}, {5156, 0.95763505}, {3067, 0.9528986}, {5078, 0.951836}, {2764, 0.95055175}, {2145, 0.9459226}]"
65,"[{3161, 1.0009507}, {7400, 0.99897575}, {353, 0.99214625}, {6903, 0.98955464}, {6904, 0.98955464}, {6881, 0.98955464}, {6761, 0.98955464}, {6744, 0.98955464}, {6822, 0.98955464}, {6808, 0.98955464}]"
458,"[{1921, 1.1852477}, {2344, 1.163076}, {5861, 1.1502435}, {2616, 1.1399218}, {4184, 1.1276796}, {1220, 1.104953}, {8293, 1.0965858}, {2343, 1.0915091}, {3316, 1.0915008}, {4941, 1.0799048}]"
481,"[{3404, 1.0838686}, {89, 1.0774388}, {4476, 1.072044}, {2145, 1.0353824}, {1119, 1.0267062}, {3026, 1.0188148}, {355, 1.0055642}, {3034, 0.99403715}, {4878, 0.991217}, {5156, 0.97677183}]"
53,"[{391, 1.4399345}, {4038, 1.3580161}, {1396, 1.3197713}, {2527, 1.3008232}, {1109, 1.2998672}, {406, 1.2927915}, {4066, 1.284226}, {4343, 1.2826769}, {5685, 1.2718431}, {1105, 1.2674057}]"
255,"[{3090, 1.4321606}, {1242, 1.177302}, {3128, 1.1770473}, {2814, 1.1729366}, {5681, 1.1562325}, {1927, 1.1476893}, {4482, 1.1405511}, {1938, 1.1371591}, {4625, 1.1367662}, {6197, 1.1365597}]"
588,"[{2538, 1.0312779}, {6931, 0.9788739}, {353, 0.9755688}, {2159, 0.96070075}, {4154, 0.9591265}, {6177, 0.9447822}, {1028, 0.94418645}, {4489, 0.942492}, {60, 0.93870103}, {1206, 0.9374075}]"
472,"[{2520, 1.1988044}, {5615, 1.1774623}, {47, 1.1655537}, {1127, 1.1557418}, {269, 1.1411941}, {2736, 1.1350193}, {3053, 1.1193717}, {3186, 1.1125267}, {1376, 1.1110209}, {3675, 1.1101214}]"
133,"[{316, 0.8411306}, {2198, 0.8324226}, {4300, 0.8285502}, {1668, 0.8153683}, {3161, 0.8064412}, {3732, 0.8049212}, {151, 0.8039163}, {381, 0.791609}, {2085, 0.7915026}, {1103, 0.78955775}]"
296,"[{1425, 1.3139458}, {4300, 1.2548354}, {2198, 1.2473122}, {2085, 1.2422194}, {381, 1.2293591}, {3599, 1.2225229}, {5442, 1.1965923}, {5321, 1.1899126}, {7395, 1.1883934}, {331, 1.1814166}]"
322,"[{305, 1.1006509}, {257, 1.0340858}, {263, 1.0299808}, {3732, 1.0289401}, {4845, 1.0243843}, {4056, 1.0197254}, {1921, 1.0030475}, {4184, 1.0010868}, {2784, 0.98899865}, {2346, 0.98691523}]"
513,"[{1119, 1.1007786}, {6022, 1.0703626}, {355, 1.0594678}, {1139, 1.0533404}, {2145, 1.0457084}, {1098, 1.0394449}, {352, 1.0371547}, {29, 1.0362813}, {5078, 1.0354283}, {1110, 1.0207474}]"
78,"[{3404, 1.1881547}, {420, 1.1277488}, {1623, 1.1175017}, {406, 1.109078}, {1396, 1.0942045}, {1503, 1.0843054}, {89, 1.0826535}, {2224, 1.0507976}, {3005, 1.0281209}, {4101, 1.0212153}]"
321,"[{3280, 1.1368356}, {5748, 1.0081542}, {3732, 0.978053}, {3165, 0.96975166}, {257, 0.96541864}, {1079, 0.9642472}, {6185, 0.9500997}, {1368, 0.9465826}, {249, 0.94413143}, {5334, 0.93107873}]"
362,"[{9001, 1.0412432}, {4627, 1.039427}, {1567, 1.0378522}, {2333, 1.0125561}, {1373, 1.0042784}, {4264, 1.0022731}, {1396, 1.0017089}, {2538, 1.0007426}, {2873, 0.9990035}, {1952, 0.99515235}]"
593,"[{4489, 1.1373051}, {2538, 1.0910752}, {2157, 1.08073}, {4476, 1.0652771}, {2783, 1.0621701}, {3026, 1.0605749}, {4845, 1.0595962}, {1388, 1.0460057}, {2143, 1.021604}, {60, 1.0209618}]"
375,"[{4627, 1.3541247}, {2098, 1.347646}, {4751, 1.3041122}, {4477, 1.3002958}, {4871, 1.2902879}, {2934, 1.2861624}, {4056, 1.2648727}, {1136, 1.2429504}, {9001, 1.2404838}, {1952, 1.2343111}]"
597,"[{2508, 1.1699557}, {3053, 1.1628159}, {2428, 1.1369307}, {2145, 1.1327475}, {3730, 1.1312778}, {2163, 1.1267513}, {49, 1.1236054}, {1119, 1.1120027}, {1302, 1.1110305}, {4051, 1.1099546}]"
155,"[{3484, 1.0941806}, {247, 1.0718303}, {3163, 1.0705918}, {406, 1.0581272}, {2204, 1.0426943}, {4489, 1.036881}, {6134, 1.027262}, {1901, 1.0230231}, {2902, 0.9973357}, {2581, 0.9937711}]"
108,"[{2346, 1.3408153}, {3161, 1.2919397}, {1834, 1.2754062}, {3220, 1.259938}, {2412, 1.196146}, {263, 1.1921066}, {151, 1.1840775}, {4051, 1.178583}, {829, 1.1785547}, {254, 1.1744543}]"
530,"[{2080, 1.2078584}, {2783, 1.1975766}, {2520, 1.193872}, {1127, 1.1910698}, {4122, 1.184619}, {4285, 1.1559039}, {1090, 1.1472025}, {433, 1.1407616}, {3225, 1.1324666}, {3234, 1.1273931}]"
211,"[{5354, 1.0371933}, {3499, 1.0037721}, {4122, 1.0016897}, {1097, 0.99746597}, {1081, 0.9973525}, {3696, 0.9962411}, {1127, 0.99497426}, {5450, 0.9932748}, {1396, 0.9912789}, {4627, 0.9839789}]"
193,"[{6298, 1.2037085}, {5546, 1.1718574}, {3735, 1.1296792}, {2783, 1.1282024}, {2098, 1.1142484}, {6898, 1.1131654}, {7170, 1.1018053}, {4292, 1.0861008}, {3026, 1.0727401}, {1124, 1.0598099}]"
34,"[{1767, 1.3222225}, {5564, 1.2891054}, {406, 1.2812177}, {3090, 1.2683216}, {4988, 1.2490791}, {2814, 1.1960938}, {1671, 1.10326}, {288, 1.1013428}, {4546, 1.0913587}, {1242, 1.089366}]"
368,"[{1119, 0.9266436}, {6022, 0.85310996}, {1105, 0.8530652}, {1396, 0.8401716}, {2428, 0.8331015}, {4300, 0.83211553}, {3186, 0.8272098}, {3732, 0.82579565}, {352, 0.8221371}, {4258, 0.8202777}]"
101,"[{62, 1.1265429}, {3053, 1.0954621}, {3026, 1.0896275}, {2230, 1.079842}, {5160, 1.0688769}, {2724, 1.066357}, {8111, 1.063177}, {3548, 1.0590593}, {1792, 1.0538989}, {3514, 1.0470471}]"
115,"[{2257, 1.2669765}, {2703, 1.2263722}, {2333, 1.1863396}, {2222, 1.1780709}, {2100, 1.1621467}, {306, 1.1426327}, {2584, 1.136521}, {2873, 1.1319315}, {3194, 1.1220776}, {460, 1.1111901}]"
126,"[{2442, 1.2462144}, {353, 1.1964641}, {1587, 1.1923773}, {4233, 1.1807988}, {6155, 1.1460193}, {3707, 1.134305}, {7736, 1.126663}, {301, 1.1215285}, {2436, 1.1108363}, {2660, 1.095715}]"
81,"[{6931, 1.2783654}, {4851, 1.2040904}, {3389, 1.2018737}, {2944, 1.1954422}, {3121, 1.1630019}, {2538, 1.1442207}, {4122, 1.1116748}, {1567, 1.1086569}, {91, 1.0932995}, {2508, 1.065959}]"
385,"[{1396, 0.9782969}, {2778, 0.94475347}, {424, 0.93091506}, {1119, 0.92093337}, {1103, 0.9171114}, {2076, 0.91499877}, {3095, 0.91417754}, {71, 0.9099666}, {3040, 0.9079336}, {3458, 0.9062705}]"
210,"[{4342, 1.0796922}, {2520, 1.0760591}, {4114, 1.0642983}, {6079, 1.0571337}, {2257, 1.052915}, {4185, 1.050656}, {949, 1.04621}, {4122, 1.0451372}, {2952, 1.0436873}, {433, 1.037873}]"
183,"[{3139, 1.197709}, {1901, 1.1890291}, {3280, 1.1487361}, {994, 1.1018195}, {47, 1.082881}, {596, 1.0780072}, {1119, 1.0670738}, {1724, 1.0568357}, {6022, 1.0458809}, {332, 1.0458137}]"
436,"[{47, 0.95499}, {1127, 0.944462}, {2650, 0.942345}, {2145, 0.93473464}, {3696, 0.9277507}, {2428, 0.9269154}, {1119, 0.91707706}, {331, 0.9160076}, {2917, 0.9133597}, {2520, 0.9033054}]"
28,"[{2257, 0.9380136}, {4342, 0.9327533}, {6931, 0.9152298}, {2362, 0.8904501}, {2256, 0.8767403}, {5059, 0.8657895}, {1567, 0.86381054}, {2333, 0.8616502}, {2055, 0.8541974}, {2253, 0.8513752}]"
596,"[{1396, 0.9515259}, {9001, 0.9005368}, {4627, 0.8974394}, {8611, 0.89010555}, {8967, 0.88798183}, {8978, 0.88798183}, {8954, 0.88798183}, {4056, 0.88770187}, {8605, 0.8837253}, {3127, 0.8821175}]"
497,"[{3220, 1.369098}, {378, 1.3228395}, {2846, 1.1752174}, {2137, 1.163194}, {1569, 1.1365516}, {8798, 1.1286099}, {8834, 1.1286099}, {2346, 1.11202}, {5237, 1.1113803}, {5434, 1.0971855}]"
300,"[{2098, 1.202615}, {4751, 1.1770427}, {4627, 1.1351812}, {1124, 1.1165918}, {5084, 1.085106}, {2247, 1.0768852}, {4477, 1.0664749}, {2783, 1.0578499}, {360, 1.0557873}, {3722, 1.0554378}]"
412,"[{2783, 1.1763343}, {2157, 1.1304791}, {3026, 1.1123096}, {2538, 1.0877634}, {3684, 1.0730891}, {60, 1.0638871}, {6898, 1.0527848}, {4489, 1.0474831}, {3170, 1.04699}, {2143, 1.0441164}]"
406,"[{305, 1.227184}, {2616, 1.2157706}, {2486, 1.2047263}, {4184, 1.1927384}, {4489, 1.1852957}, {5148, 1.1657965}, {1921, 1.1306915}, {5085, 1.1302074}, {4062, 1.1209646}, {4056, 1.1197218}]"
587,"[{1131, 1.319358}, {393, 1.20198}, {1724, 1.1725522}, {1723, 1.1605202}, {3707, 1.1603042}, {2172, 1.1339641}, {1376, 1.130942}, {5551, 1.1230246}, {726, 1.1195185}, {904, 1.1188716}]"
76,"[{5544, 1.0966419}, {1723, 1.0057262}, {1445, 1.0056195}, {2377, 0.9902991}, {4263, 0.9759479}, {792, 0.96992713}, {1131, 0.96619165}, {3389, 0.9614783}, {2204, 0.9553783}, {2172, 0.9524517}]"
501,"[{1901, 1.22865}, {1828, 1.1480349}, {4185, 1.1333556}, {4997, 1.1020856}, {2172, 1.0894537}, {5934, 1.0741619}, {1388, 1.0602334}, {1131, 1.0348736}, {5140, 1.0257232}, {508, 1.0201199}]"
332,"[{1119, 0.97265327}, {1668, 0.9696536}, {3732, 0.9694945}, {3404, 0.96894115}, {2343, 0.94433534}, {1396, 0.94099474}, {5860, 0.9327141}, {3548, 0.92250144}, {3506, 0.91874576}, {2784, 0.9168645}]"
26,"[{4627, 0.9050404}, {2333, 0.9004913}, {1396, 0.8980289}, {2873, 0.8925415}, {7763, 0.87947357}, {3040, 0.8711234}, {6815, 0.862368}, {2747, 0.8621998}, {357, 0.8615761}, {460, 0.8559318}]"
27,"[{47, 1.1077716}, {4185, 1.0627733}, {269, 1.0514678}, {4930, 1.0459738}, {5007, 1.0228914}, {3194, 1.0117247}, {1388, 1.0074835}, {1127, 0.9968451}, {5423, 0.99015224}, {4546, 0.98095196}]"
577,"[{3404, 1.0235947}, {1119, 0.97916114}, {1784, 0.9773045}, {2145, 0.9717339}, {89, 0.9695513}, {269, 0.96635866}, {3696, 0.961584}, {1035, 0.94821167}, {2400, 0.9460577}, {6022, 0.9456187}]"
384,"[{1784, 1.2168}, {5219, 1.2007099}, {1901, 1.1446934}, {6018, 1.134572}, {6022, 1.1328189}, {1119, 1.1109788}, {1037, 1.1022886}, {3567, 1.0950563}, {346, 1.0944726}, {3139, 1.0871903}]"
271,"[{6931, 0.93622315}, {318, 0.8992994}, {2538, 0.8903422}, {1798, 0.87610626}, {1127, 0.8723417}, {2944, 0.860748}, {2253, 0.84309113}, {424, 0.8397152}, {2508, 0.83380985}, {2081, 0.8313267}]"
192,"[{5148, 1.2477572}, {1921, 1.2304916}, {1348, 1.2262808}, {4546, 1.2230616}, {3280, 1.2132945}, {4185, 1.2096508}, {4930, 1.1924125}, {2616, 1.1911249}, {7366, 1.1874874}, {3732, 1.1813061}]"
44,"[{1798, 1.1453886}, {3551, 1.1449752}, {3484, 1.1243278}, {406, 1.1128945}, {1443, 1.0844012}, {2059, 1.0747619}, {2703, 1.0746269}, {4154, 1.0722293}, {6177, 1.0627275}, {83, 1.0606174}]"
606,"[{2784, 1.0167522}, {3729, 1.0155808}, {1105, 1.0003204}, {1119, 0.9968889}, {2143, 0.9955138}, {4489, 0.9914105}, {6022, 0.98045003}, {8103, 0.9797069}, {2343, 0.97308266}, {3127, 0.9684334}]"
159,"[{3280, 1.2428867}, {1677, 1.1394374}, {3161, 1.123007}, {1623, 1.0917546}, {3433, 1.0393472}, {3139, 1.0365516}, {89, 1.0354064}, {1642, 1.0092169}, {3736, 1.009181}, {776, 1.0052596}]"
253,"[{4056, 1.222352}, {2784, 1.185827}, {4038, 1.1382245}, {3729, 1.1263924}, {1105, 1.1230762}, {1098, 1.1073823}, {3489, 1.1024091}, {8503, 1.0954663}, {5078, 1.0939595}, {5073, 1.0908283}]"
460,"[{9001, 1.0154799}, {3548, 1.0132465}, {1396, 0.97916603}, {1668, 0.9705558}, {316, 0.9635984}, {2230, 0.9635525}, {3458, 0.9623656}, {3543, 0.9572901}, {5860, 0.95392966}, {62, 0.953777}]"
103,"[{7400, 1.0901814}, {443, 1.0866033}, {353, 1.080138}, {2620, 1.0647265}, {3186, 1.0566977}, {7402, 1.0467408}, {4066, 1.0410719}, {1112, 1.0318179}, {1119, 1.0317265}, {325, 1.0268915}]"
236,"[{378, 1.2689602}, {2974, 1.2661029}, {1138, 1.2424386}, {2508, 1.2415261}, {2080, 1.2377064}, {2428, 1.2372148}, {2078, 1.2320023}, {4066, 1.2188778}, {2917, 1.2097615}, {5434, 1.2011515}]"
329,"[{2088, 1.4393408}, {3707, 1.3047125}, {251, 1.2990395}, {157, 1.2879114}, {2917, 1.2841723}, {4245, 1.2722771}, {3102, 1.2443458}, {4477, 1.2202976}, {4051, 1.1894196}, {1099, 1.1833969}]"
350,"[{406, 0.96549773}, {1396, 0.93971187}, {6134, 0.9299151}, {8605, 0.9125315}, {8611, 0.88637406}, {4627, 0.88555276}, {2747, 0.88245964}, {6815, 0.8780329}, {7679, 0.8741288}, {3163, 0.87090564}]"
12,"[{4997, 1.215845}, {4185, 1.1928009}, {1386, 1.1678605}, {47, 1.1622775}, {1921, 1.1580464}, {4930, 1.1494975}, {3280, 1.1433629}, {4546, 1.1433187}, {1901, 1.1395249}, {1867, 1.131167}]"
336,"[{5682, 1.1267526}, {255, 1.0846381}, {2873, 1.0824252}, {1834, 1.0791514}, {2724, 1.0783834}, {1396, 1.0724242}, {2830, 1.0615801}, {7402, 1.051113}, {4050, 1.0450577}, {3109, 1.0450568}]"
223,"[{5392, 1.0540512}, {3704, 1.0514588}, {949, 0.9685716}, {4477, 0.95505875}, {3102, 0.9496197}, {1328, 0.9454747}, {2934, 0.93858254}, {4795, 0.93599606}, {3778, 0.9326549}, {3317, 0.9228091}]"
